,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
10515,13656,0.117,"['Kirk Franklin', 'The Family']",0.409,504707,0.512,0,1iDoJjbAGK9f1QjKAtoK3g,0.0,5,0.45,-9.476,1,Conquerors,36,1995,0.0325,101.705,0.17800000000000002,1995,['disco' 'rock']
121706,157297,0.00395,['Bee Gees'],0.765,203107,0.753,0,5iyuBXYblt5wpD7DC16WnP,0.000309,10,0.482,-6.261,0,Stayin' Alive - Teddybears Remix,36,1979-01-01,0.0857,101.799,0.812,1979,['disco' 'rock']
28271,36503,0.151,['Patrick Cowley'],0.768,337080,0.7809999999999999,0,7G0jq4sJ8oFfpfRzjFqeND,0.0303,0,0.138,-6.0829999999999975,1,Menergy,36,1983-01-01,0.0387,125.239,0.515,1983,['disco']
16835,21746,0.727,['Blue Magic'],0.484,259160,0.445,0,5A8VvOzCZcjkVXZhANKOqj,5.62e-05,8,0.0627,-7.943,1,What's Come over Me,36,1996,0.0321,120.226,0.4320000000000001,1996,['disco']
128641,166059,0.393,['Shakatak'],0.7829999999999999,387640,0.496,0,4CgRjwN2crlsHcU7ooFGmq,0.624,8,0.0875,-13.041,1,Bitch to the Boys,36,1982-05,0.0363,110.091,0.909,1982,['disco' 'jazz']
28241,36473,0.025,"['Patrick Cowley', 'Sylvester']",0.7979999999999999,366307,0.621,0,7u1FUecu9iOM7AkEUHz1ce,0.000388,8,0.309,-6.8439999999999985,1,Do You Wanna Funk?,36,1983-01-01,0.038,130.237,0.691,1983,['disco']
128361,165753,0.0953,['Bee Gees'],0.792,419173,0.8140000000000001,0,3JgF4tdb1HVyEBw4K6m2JZ,0.182,0,0.0659,-7.077000000000001,0,"Stayin' Alive - Promo 12"" Version",36,1979-01-01,0.0343,102.264,0.967,1979,['disco' 'rock']
16642,21508,0.539,['Culture Club'],0.7190000000000001,223893,0.626,0,6UguIecQmrmEy1NjCHZsTV,0.0,0,0.0582,-11.236,0,Time (Clock Of The Heart),36,1993-01-01,0.0347,116.958,0.923,1993,['disco' 'pop' 'rock']
100841,130365,0.327,['Sly & The Family Stone'],0.463,235827,0.693,0,3QbfWiLvHcAMYmdRPd9WnX,2.76e-06,11,0.236,-10.387,0,Sing a Simple Song - Single Version,36,1969-05-03,0.0782,100.965,0.735,1969,['disco' 'rock']
40297,51819,0.277,['Shakatak'],0.746,330133,0.531,0,2qjCWex5b2y4cv9Wgc0oC5,0.271,9,0.107,-11.587,0,Streetwalkin',36,1982-05,0.0609,93.486,0.6809999999999999,1982,['disco' 'jazz']
114582,148157,0.307,['Kool & The Gang'],0.62,219267,0.722,0,3fhZrOn1B8xqtoiu1R7I65,0.44,4,0.0704,-10.915,0,"North, East, South, West",36,1972,0.106,171.43900000000005,0.611,1972,['disco']
108490,140162,0.401,['Inner Life'],0.8320000000000001,446013,0.7959999999999999,0,5XaBOlOPKJGnq3XFiS5ZHH,0.0187,11,0.0658,-6.136,0,I'm Caught Up - In a One Night Love Affair,36,1979-01-01,0.125,110.181,0.925,1979,['disco']
35323,45357,0.0941,['Rick James'],0.8390000000000001,231800,0.539,0,1VhprsYtboBXIF8jd02F6A,0.00279,0,0.0986,-8.494,1,Give It To Me Baby - Single Version,36,1993-01-15,0.104,122.604,0.931,1993,['disco']
115479,149152,0.109,"['Earth, Wind & Fire']",0.862,352067,0.588,0,5qugKP8gPqN91O7KBMkW6P,0.000452,0,0.0869,-11.363,1,Fall in Love with Me,36,1982,0.0536,117.464,0.778,1982,['disco' 'jazz']
41368,53070,0.00477,['First Choice'],0.552,500200,0.6609999999999999,0,6G8s19BainATJIjqIwXcre,0.00961,8,0.14800000000000002,-10.047,1,Doctor Love,36,1994,0.0351,118.365,0.753,1994,['disco']
