,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
2555,0.395,Korn,0.5579999999999999,49213,0.989,0,07xFWwKPOApMS56ildsV0G,9.81e-05,1,0.375,-5.041,0,Twist,52,1996-10-15,0.158,83.071,0.635,1996,"hiphop, metal, rock"
2556,0.00524,Rhapsody,0.464,287027,0.955,0,2Wy6uQOX2y45ooKuQb7Q9B,1.12e-05,0,0.161,-3.778,0,Dawn of Victory,52,2000,0.0387,95.003,0.451,2000,"classical, metal"
2557,0.0584,Dishwalla,0.537,243800,0.67,0,2fnMKNqdGCf78E12681NRG,0.0,11,0.153,-7.0429999999999975,1,Angels Or Devils,52,2002-08-23,0.0284,78.648,0.4370000000000001,2002,"metal, pop, rock"
2558,0.000413,Sum 41,0.36,204627,0.987,0,1zqAXXA12UEVS7iDmAVeay,0.0,8,0.28300000000000003,-4.3,1,Screaming Bloody Murder,52,2011-01-01,0.157,189.99400000000003,0.13699999999999998,2011,"metal, pop, rock"
2559,0.000172,A Day To Remember,0.436,228013,0.936,0,0EQJal8357aE0QAQsweEAN,0.0,5,0.343,-4.279,0,Monument,52,2008,0.0637,160.097,0.556,2008,"metal, pop, rock"
2560,0.00585,Sabaton,0.374,214960,0.986,0,3VkoNW3oogSQ1ulJLZYC8q,0.00014099999999999998,6,0.15,-3.75,0,Coat of Arms,52,2010-05-21,0.302,164.048,0.165,2010,metal
2561,0.000611,Sabaton,0.297,309893,0.731,0,5WdvoIB0d8nnF9az69vIzH,0.0102,9,0.114,-7.332000000000002,0,Panzer Battalion,52,2010-09-24,0.0402,158.157,0.0969,2010,metal
2562,0.000104,Avenged Sevenfold,0.532,261573,0.953,0,2QecHpp1nzPMwo95fwxZ9h,0.00765,8,0.119,-5.6670000000000025,1,Requiem,52,2013-08-23,0.0394,142.016,0.485,2013,metal
2563,0.00072,The Offspring,0.431,205947,0.918,0,7xm8RWCCBYvEVx1VyErDa3,6.16e-06,7,0.0701,-3.798,1,Half-Truism,52,2008-06-17,0.0397,144.112,0.402,2008,"metal, pop, reggae, rock"
2564,0.0199,Gojira,0.59,231000,0.654,0,1rDzUqMRA9VdGCIwzgfeh9,0.721,5,0.107,-7.85,0,Born in Winter,52,2012-06-26,0.0265,127.996,0.223,2012,metal
